location,bhk,bath,total_sqft,encoded_loc,price
Ramagondanahalli,3,2,1475.0,982,55.0
Park View Layout,4,4,600.0,914,70.0
Xavier Layout,3,4,1524.0,1252,400.0
Hennur Road,2,2,980.0,519,51.0
Dasanapura,2,2,966.0,355,58.0
Ferrar Nagar,4,3,2360.0,423,185.0
Sarjapur  Road,2,2,1112.0,1034,62.0
Electronic City,2,1,550.0,414,16.0
Surabhi Layout,3,3,1760.0,1120,90.0
Hennur,3,2,1830.0,515,113.0
Yelahanka,2,2,1175.0,1256,67.77
Whitefield,2,2,1175.0,1247,41.0
Horamavu Banaswadi,2,2,1025.0,531,45.0
Hennur Road,2,2,1232.0,519,80.0
5th Phase JP Nagar,2,2,1010.0,60,57.0
Sarjapur  Road,2,2,1273.0,1034,60.0
Battarahalli,2,2,1590.0,228,102.0
Air View Colony,2,2,1100.0,93,58.5
Electronic City Phase II,3,2,1252.0,416,65.0
1st Phase JP Nagar,4,5,2615.0,29,222.0
Arishinakunte,5,6,1200.0,141,140.0
Yelahanka,2,2,1322.0,1256,77.9
7th Phase JP Nagar,1,1,1000.0,70,60.0
Harlur,3,3,1755.0,506,117.0
Electronic City Phase II,2,2,1135.0,416,46.0
Rajaji Nagar,8,10,1200.0,971,180.0
Electronic City,4,4,1200.0,414,125.0
Nagavarapalya,2,2,1260.0,850,85.5
Hoodi,5,5,3250.0,527,395.0
Ambedkar Nagar,4,4,3500.0,108,550.0
Manjunath Nagar,5,6,1200.0,789,110.0
Kanakpura Road,3,2,1100.0,661,53.0
Electronic City Phase II,3,3,1305.0,416,65.0
Ayappa Nagar,2,2,1236.0,155,50.0
Uttarahalli,2,1,1125.0,1174,45.0
KR Puram,2,2,1075.0,623,32.25
BEML Layout,3,3,2000.0,167,85.0
Kadugondanahalli,8,5,772.0,633,60.0
Thanisandra,6,6,2999.97,1143,110.0
Kadugodi,2,2,1150.0,632,42.0
9th Block Jayanagar,4,4,1440.0,74,240.0
Hennur Road,2,2,1085.0,519,43.4
Hebbal Kempapura,3,3,1785.0,511,165.0
Malleshwaram,3,4,2475.0,783,300.0
Thanisandra,3,4,1930.0,1143,120.0
4th Phase JP Nagar,2,4,600.0,56,70.0
Kadugondanahalli,2,1,800.0,633,45.0
Kumaraswami Layout,4,3,2450.0,724,110.0
akshaya nagar t c palya,4,4,1200.0,1266,120.0
Bannerghatta Road,3,3,1920.0,214,122.0
Kothannur,2,2,1085.0,712,34.2
Thanisandra,1,1,760.0,1143,50.4
Sahakara Nagar,2,2,1201.0,1020,80.0
Electronic City,3,3,1615.0,414,97.0
HSR Layout,2,2,1289.0,491,70.0
Budigere,3,4,1991.0,276,100.0
Kasavanhalli,2,2,1377.0,667,80.0
Cunningham Road,3,3,2880.0,349,560.0
Laxmi Sagar Layout,3,3,1892.0,752,200.0
Shivaji Nagar,3,3,2176.0,1069,348.0
Thanisandra,1,1,663.0,1143,32.82
Electronic City,2,2,1165.0,414,33.65
Talaghattapura,3,4,3554.0,1136,340.0
Thanisandra,2,2,1260.0,1143,45.5
Volagerekallahalli,2,2,1095.0,1240,39.0
KR Garden,2,2,1050.0,621,65.0
Seegehalli,2,2,1176.0,1049,50.0
Thanisandra,3,3,1801.0,1143,115.0
Whitefield,2,2,1315.0,1247,55.0
Parappana Agrahara,2,2,1194.0,913,46.0
NRI Layout,2,2,2400.0,837,125.0
Uttarahalli,3,2,1308.0,1174,53.0
Sarjapur  Road,4,4,4250.0,1034,610.0
Thanisandra,3,6,1806.0,1143,116.0
Thanisandra,4,4,3671.0,1143,220.0
Hoodi,3,3,2144.0,527,140.0
Hoskote,2,2,1065.0,539,33.75
Balagere,2,2,1205.0,186,67.0
Uttarahalli,2,2,1160.0,1174,40.58
Kanaka Nagar,4,4,750.0,652,90.0
Parappana Agrahara,2,2,1194.0,913,47.0
mvj engineering college,3,3,1200.0,1284,56.53
2nd Phase Judicial Layout,3,3,1681.0,40,69.0
Bommasandra Industrial Area,2,2,1130.0,269,32.64
Iblur Village,4,5,3633.0,556,335.0
Kanakpura Road,3,3,1843.0,661,90.0
Bommasandra Industrial Area,2,2,1065.0,269,30.75
Thubarahalli,3,3,1885.0,1154,85.52
R.T. Nagar,2,2,1500.0,943,45.0
Panathur,2,2,1210.0,909,69.0
TC Palaya,2,2,1126.0,1133,39.4
Rayasandra,3,2,1357.0,994,59.0
Whitefield,3,2,1451.0,1247,46.4
Kodigehaali,4,3,1600.0,700,185.0
Hennur Road,2,2,950.0,519,55.0
Bellandur,2,2,960.0,234,48.0
2nd Block Bel Layout,3,3,1625.0,34,92.0
Kaggalipura,3,4,2200.0,635,150.0
Ambalipura,3,2,1607.0,106,112.0
Kanakpura Road,2,2,900.0,661,46.29
Shree Ananth Nagar Layout,2,2,1080.0,1071,38.0
Cooke Town,3,3,2300.0,343,250.0
Hosa Road,4,3,1708.0,533,64.05
Yeshwanthpur,6,5,2500.0,1262,185.0
Bellandur,3,2,1690.0,234,116.0
RR Layout,5,3,2100.0,954,145.0
4th Block Koramangala,2,2,1269.0,55,97.0
Haralur Road,2,2,1243.0,503,46.0
Haralur Road,3,3,1890.0,503,84.0
Electronic City Phase II,2,2,1165.0,416,33.64
BTM Layout,2,2,1196.0,175,56.81
Parappana Agrahara,2,2,1194.0,913,47.0
Old Madras Road,3,3,1630.0,891,110.0
Whitefield,2,2,1063.0,1247,42.52
Shikaripalya,2,2,1025.0,1065,39.98
Chikkabanavar,2,2,1067.0,316,38.0
Kanakpura Road,2,2,1299.0,661,89.63
Panathur,2,2,1343.0,909,76.0
Electronics City Phase 1,3,2,1330.0,419,44.0
Mallasandra,3,2,1524.0,780,72.0
Lingadheeranahalli,4,4,2236.0,754,153.0
Domlur,3,3,2955.0,399,235.0
Raja Rajashweri Nagar,3,2,1410.0,966,45.12
Kothanur,3,3,1581.0,713,76.0
Balagere,2,2,1205.0,186,79.0
Thyagaraja Nagar,3,2,1270.0,1156,95.25
VHBCS Layout,3,2,1353.0,1178,110.0
Jinkethimmanahalli,2,2,1200.0,604,68.0
basaveshwarnagar,3,2,1250.0,1270,70.0
Gopalapura,3,3,1950.2,460,261.0
Sarjapur  Road,3,2,1157.0,1034,69.0
Kanakapura,1,1,825.0,655,35.475
Sarjapur  Road,2,2,1000.0,1034,40.0
Yelahanka,1,1,602.0,1256,33.0
Malleshwaram,5,4,3000.0,783,900.0
Hoodi,2,2,1108.0,527,66.46
Thyagaraja Nagar,2,2,1040.0,1156,68.0
Sarjapur,2,2,1451.0,1033,87.0
Raja Rajeshwari Nagar,2,2,1196.0,967,40.54
Kanakpura Road,1,1,850.0,661,37.32
Gopalapura,3,3,2171.66,460,298.0
Kanaka Nagar,2,2,900.0,652,40.0
Kudlu,1,1,720.0,718,33.0
Thanisandra,3,3,1573.0,1143,115.0
Sarjapur  Road,2,2,1026.0,1034,60.8
CV Raman Nagar,3,2,1400.0,290,78.0
Electronic City Phase II,3,2,1400.0,416,40.44
Banashankari Stage III,4,3,2100.0,201,147.0
Sarjapur  Road,2,2,1150.0,1034,48.5
Raja Rajeshwari Nagar,3,3,1500.0,967,88.0
Malleshwaram,3,3,2400.0,783,380.0
HRBR Layout,3,3,1200.0,490,240.0
Kothanur,3,3,1790.0,713,105.0
Ramagondanahalli,2,2,1125.0,982,75.0
Hennur,3,3,1830.5,515,84.205
Marathahalli,2,2,1100.0,796,50.0
Banaswadi,2,2,1105.0,206,57.0
Thanisandra,2,2,1110.0,1143,46.5
Dasanapura,1,1,708.0,355,41.0
Kudlu,2,2,1027.0,718,44.0
"Banashankari 3rd stage, Vivekanandanagar",3,3,1600.0,195,100.0
Thigalarapalya,4,6,3122.0,1148,250.0
Sarjapur  Road,2,2,1205.0,1034,37.0
5th Phase JP Nagar,3,2,1450.0,60,73.0
Thyagaraja Nagar,4,4,750.0,1156,125.0
Annaiah Reddy Layout,1,1,540.0,130,22.0
Dasarahalli,2,2,1200.0,357,42.0
Nagarbhavi,5,5,1200.0,844,260.0
Kalena Agrahara,3,2,1837.0,638,95.0
Whitefield,2,2,1346.0,1247,76.01
Balagere,2,2,1012.0,186,68.0
Gopalapura,3,3,1950.2,460,193.0
Atmananda Colony,2,2,1125.0,149,55.0
Kaggadasapura,3,2,1500.0,634,60.0
Harlur,2,2,1197.0,506,79.9
Chandapura,3,2,1230.0,302,31.37
BTM 2nd Stage,2,2,1100.0,173,47.0
Channasandra Layout,3,2,1563.0,305,52.0
4th Block Jayanagar,7,4,2240.0,54,700.0
Hebbal Kempapura,4,4,3729.0,511,384.0
Sarjapur  Road,3,3,1600.0,1034,120.0
Green Glen Layout,3,3,1715.0,471,120.0
Bannerghatta Road,4,4,2400.0,214,180.0
Ramagondanahalli,2,2,1151.0,982,42.5
Banaswadi,6,6,1200.0,206,220.0
Uttarahalli,2,2,1123.0,1174,60.0
Whitefield,2,2,1276.0,1247,69.5
Yelahanka,2,2,1315.0,1256,77.0
Poorna Pragna Layout,3,2,1270.0,923,50.79
R.T. Nagar,2,2,1325.0,943,52.0
Varthur,3,3,1600.0,1185,63.2
Jakkur,3,3,1660.0,581,104.0
Kodichikkanahalli,2,2,1299.0,699,58.0
Haralur Road,2,2,953.0,503,90.0
Gunjur,2,2,1457.0,481,60.0
Varthur,2,1,1000.0,1185,65.0
Mallasandra,3,2,1100.0,780,76.3
Yelahanka,3,2,1075.0,1256,33.53
Kanakpura Road,3,3,1450.0,661,51.0
Iblur Village,5,6,5515.0,556,425.0
Bellandur,1,1,950.0,234,40.0
Basaveshwara Nagar,5,3,1200.0,223,180.0
Amam Enclave Layout,2,2,1013.0,104,60.0
Hennur Road,2,2,1140.0,519,56.0
4th T block Jayanagar,3,3,2100.0,57,220.0
Yelahanka,3,3,1430.0,1256,61.0
Ilyas Nagar,4,3,600.0,558,95.0
Anantapura,3,3,1600.0,117,77.0
Ayappa Nagar,2,2,1190.0,155,48.0
Ashwath Nagar,3,3,1625.0,145,95.0
Classic Paradise Layout,2,2,1210.0,338,53.0
Lakshminarayana Pura,3,3,1615.0,742,150.0
Kalena Agrahara,2,2,1180.0,638,85.0
Nagasandra,2,2,1500.0,847,91.0
Bellandur,2,2,850.0,234,45.0
Kothanur,2,2,1130.0,713,55.0
CV Raman Nagar,2,2,907.0,290,38.0
HRBR Layout,2,2,1300.0,490,90.0
Hennur Road,3,3,1891.0,519,110.0
Hennur Road,3,3,1735.0,519,78.0
Bisuvanahalli,3,2,1075.0,266,33.0
Kumaraswami Layout,7,4,2040.0,724,123.0
Uttarahalli,3,3,1590.0,1174,57.0
Jayanti Nagar,5,5,1600.0,599,140.0
Doddakammanahalli,2,2,1160.0,388,55.0
Tasker Town,2,1,930.0,1137,55.0
Devanahalli,2,2,1010.0,362,58.0
Electronic City,2,2,1221.0,414,68.0
Banashankari,4,4,2400.0,192,470.0
Hoodi,2,2,1108.0,527,87.48
Vidyaranyapura,4,4,1000.0,1211,120.0
Sarjapur  Road,2,2,1370.0,1034,70.0
Banashankari Stage V,2,2,920.0,202,41.5
Bhoganhalli,2,2,1277.0,250,79.89
Horamavu Agara,2,2,1213.0,530,38.1
Singasandra,3,3,1653.0,1079,85.0
Sarjapur,4,3,2400.0,1033,140.0
1st Block Koramangala,4,5,3000.0,28,500.0
Kothanur,4,4,1600.0,713,250.0
Electronics City Phase 1,3,2,1321.0,419,40.0
Kanakpura Road,3,3,1570.0,661,68.0
Hessarghatta,8,8,1150.0,521,70.0
Nallurhalli,2,2,1053.0,854,44.0
Hoysalanagar,3,2,1325.0,544,56.0
manyata,2,2,1169.0,1281,50.11
Badavala Nagar,2,2,1274.0,180,90.0
Whitefield,2,2,1317.0,1247,52.0
Lakshminarayana Pura,2,2,1195.0,742,75.0
Whitefield,4,4,2858.0,1247,137.0
Kammasandra,2,2,940.0,651,35.0
Budigere,3,3,1820.0,276,95.5
Kanakpura Road,3,3,1450.0,661,53.6
Whitefield,3,3,1615.0,1247,96.9
Nagarbhavi,3,2,2200.0,844,99.0
Subramanyapura,2,2,985.0,1110,62.5
Electronics City Phase 1,2,2,1116.0,419,33.0
Attibele,2,2,656.0,150,25.0
Kaggadasapura,2,2,1105.0,634,39.5
Whitefield,2,2,1220.0,1247,55.0
Hoodi,3,3,1400.0,527,74.0
Bhuvaneswari Nagar,4,3,2400.0,253,185.0
Anandapura,3,3,850.0,116,63.0
Uttarahalli,2,2,1000.0,1174,35.0
Bannerghatta Road,3,3,1660.0,214,80.0
Uttarahalli,3,2,1330.0,1174,57.0
Old Madras Road,2,2,1165.0,891,52.0
Budigere,2,2,1153.0,276,56.0
Bannerghatta Road,2,2,1270.0,214,45.0
2nd Phase JP Nagar,2,2,1070.0,39,38.0
RWF West Colony,3,2,1427.0,957,85.0
Banashankari Stage III,3,2,1420.0,201,95.0
Kothanur,4,5,1600.0,713,130.0
Langford Town,2,2,2031.0,749,200.0
Bellandur,2,2,1454.0,234,90.0
Whitefield,2,2,1116.0,1247,48.76
Maruthi Sevanagar,4,3,2000.0,806,180.0
Sarjapur  Road,2,2,1346.0,1034,74.03
Hessarghatta,2,2,1062.0,521,50.0
 Mysore Highway,1,1,700.0,7,25.5
JP Nagar,2,2,1405.0,572,99.0
Doddathoguru,2,2,1100.0,393,50.0
Chikka Tirupathi,3,4,2153.0,314,120.0
Kammagondahalli,3,3,1200.0,649,120.0
Ulsoor,3,3,2135.0,1171,170.0
Uttarahalli,2,2,1125.0,1174,47.0
2nd Phase Judicial Layout,3,2,1350.0,40,47.25
Pai Layout,2,2,1068.0,903,48.0
Doddathoguru,2,2,940.0,393,32.9
Hosa Road,2,2,1063.0,533,32.79
Brookefield,2,2,1382.0,275,84.5
Harlur,2,2,936.0,506,45.0
KR Puram,3,2,1400.0,623,60.0
Sarjapur  Road,1,1,475.0,1034,26.0
LIC Colony,2,2,1200.0,735,115.0
Glass Factory Layout,3,3,1450.0,452,65.0
Kudlu,2,2,1162.0,718,52.0
Hosa Road,2,2,1161.0,533,48.75
Green Glen Layout,3,2,1623.29,471,105.0
Brookefield,2,2,1260.0,275,70.0
Billekahalli,4,3,1672.0,262,190.0
Seegehalli,3,4,3000.0,1049,240.0
Murugeshpalya,3,2,1500.0,829,70.0
Budigere,1,1,705.0,276,34.545
Gaurava Nagar,5,6,1650.0,444,200.0
Dollars Colony,3,3,2000.0,396,200.0
Thyagaraja Nagar,1,1,1675.0,1156,241.0
Electronic City,3,3,1200.0,414,150.0
Nagarbhavi,2,2,1100.0,844,46.2
Whitefield,3,2,1400.0,1247,56.0
Ramagondanahalli,3,3,2257.0,982,155.0
Budigere,2,2,1153.0,276,56.5
Sarjapur  Road,2,2,1197.0,1034,56.86
Siddapura,2,2,1150.0,1072,90.0
Akshayanagara East,1,1,595.0,98,40.0
Hoodi,3,3,1837.0,527,110.0
Kumbalgodu,4,4,3750.0,725,190.0
Bellandur,3,3,1830.0,234,91.86
Green Glen Layout,3,3,1715.0,471,115.0
Electronic City,2,2,970.0,414,35.0
Hebbal Kempapura,4,3,1200.0,511,148.0
NRI Layout,4,5,2700.0,837,95.75
Siddapura,3,4,5480.0,1072,400.0
Vidyaranyapura,4,5,2400.0,1211,135.0
Sarjapur  Road,4,4,3040.0,1034,135.0
Raja Rajeshwari Nagar,2,2,1168.0,967,66.0
Begur Road,2,2,1160.0,230,36.54
Mallappa Layout,3,3,1500.0,779,75.0
Kumaraswami Layout,2,2,600.0,724,72.0
5th Phase JP Nagar,8,7,1200.0,60,250.0
ITPL,2,2,850.0,554,25.4
Ramamurthy Nagar,2,2,935.0,985,39.0
Ullal Road,5,5,1200.0,1169,235.0
Doddaballapur,1,1,654.0,381,49.0
Domlur,3,3,1650.0,399,180.0
Dodsworth Layout,3,5,5656.0,394,499.0
Vinayak Nagar,2,2,1300.0,1222,33.0
Kaggalipura,2,2,950.0,635,60.0
Silk Board,3,3,1250.0,1074,54.0
Doddakallasandra,2,2,1072.0,387,42.87
Ankappa Layout,3,2,1425.0,129,65.0
Uttarahalli,2,1,1165.0,1174,42.09
Kathriguppe,3,2,1390.0,672,69.49
Kalena Agrahara,3,3,1510.0,638,78.0
Thanisandra,2,2,1305.0,1143,90.0
Vidyaranyapura,6,6,1200.0,1211,170.0
Kodigehaali,2,2,866.0,700,32.0
Hulimavu,2,2,1231.0,546,84.5
Sompura,3,2,1360.0,1086,45.0
Yeshwanthpur,3,3,2500.0,1262,138.0
Whitefield,2,2,1140.0,1247,55.0
Kanakpura Road,1,1,525.0,661,30.0
Whitefield,2,2,1295.0,1247,64.5
Hormavu,2,2,1020.0,532,45.75
Old Airport Road,4,4,3504.0,890,262.0
Sidedahalli,2,1,1200.0,1073,50.0
Vidyaranyapura,2,2,1100.0,1211,41.0
Bannerghatta Road,4,4,4723.0,214,500.0
Kothannur,2,2,820.0,712,37.0
Sarjapur,4,4,3508.0,1033,386.0
Versova Layout,4,4,3700.0,1204,400.0
Kalena Agrahara,2,2,1354.0,638,70.0
Basavangudi,4,3,2453.0,221,250.0
Garudachar Palya,2,2,1154.0,440,51.8
7th Phase JP Nagar,3,2,1680.0,70,92.0
Electronics City Phase 1,2,2,1205.0,419,60.0
Raja Rajeshwari Nagar,3,2,1400.0,967,86.0
Doopanahalli,3,3,1625.0,402,150.0
Electronic City,3,3,1500.0,414,73.0
Bannerghatta Road,3,2,1520.0,214,80.0
3rd Stage Raja Rajeshwari Nagar,2,3,1300.0,51,65.0
Manayata Tech Park,2,2,1150.0,785,47.0
Kadugodi,3,3,1762.0,632,109.0
Budigere,2,2,1153.0,276,58.0
Yelahanka,4,4,2650.0,1256,223.0
Sompura,3,2,1350.0,1086,47.0
Billekahalli,2,2,950.0,262,56.0
Jakkur,3,3,3295.0,581,310.0
Coconut Grove Layout,3,3,1515.0,341,80.5
Neeladri Nagar,2,2,1100.0,871,30.0
Byrasandra,2,2,1250.0,282,65.0
HBR Layout,2,2,1200.0,486,120.0
5th Phase JP Nagar,7,8,2500.0,60,95.0
Hoskote,4,4,1200.0,539,100.0
Yelahanka,3,2,1355.0,1256,51.5
Dominic Layout,3,3,1115.0,398,39.14
8th Phase JP Nagar,3,3,1275.0,72,45.0
Padmanabhanagar,3,3,2051.0,902,170.0
BTM Layout,3,2,1470.0,175,99.0
Silver Springs Layout,3,2,1550.0,1075,70.0
Bannerghatta Road,3,2,1270.0,214,73.0
Bhoganhalli,4,4,2119.0,250,111.0
Hebbal Kempapura,3,3,1600.0,511,170.0
Kudlu Gate,3,2,1320.0,719,50.0
Gopalkrishna Nagar,3,3,2505.0,461,165.0
Tejaswini Nagar,3,2,1410.0,1141,54.0
Whitefield,2,2,1200.0,1247,70.0
Chennammana Kere,3,2,1705.0,308,86.96
Electronic City,2,2,995.0,414,48.0
Horamavu Banaswadi,2,2,1081.0,531,52.0
Parappana Agrahara,2,2,1194.0,913,46.0
Sonnenahalli,1,1,605.0,1088,30.24
Yelahanka,1,1,567.0,1256,25.0
Rajaji Nagar,2,3,1718.0,971,275.0
Banashankari Stage VI,3,2,1410.5,203,70.385
2nd Stage Nagarbhavi,3,5,600.0,42,135.0
Green Glen Layout,3,3,1715.0,471,105.0
Doddaballapur,4,5,3206.0,381,270.0
Kundalahalli,4,4,1500.0,728,235.0
Bannerghatta Road,3,3,1846.0,214,120.0
Coconut Garden,3,3,600.0,340,90.0
Whitefield,2,2,1015.0,1247,56.0
Dollars Colony,4,8,4350.0,396,2600.0
Thanisandra,2,2,1100.0,1143,36.0
Thanisandra,3,4,1965.0,1143,125.0
NGR Layout,2,2,1021.0,835,45.9
Haralur Road,2,2,1230.0,503,67.65
Uttarahalli,2,2,1260.0,1174,55.0
Indira Nagar,4,4,2400.0,560,700.0
Lingadheeranahalli,3,4,1894.0,754,114.0
2nd Stage Nagarbhavi,6,4,1500.0,42,233.0
Jakkur,3,3,1950.0,581,131.0
Sector 2 HSR Layout,2,2,1231.0,1044,66.0
Mahadevpura,2,2,1236.0,770,58.0
R.T. Nagar,4,3,1800.0,943,120.0
KAMAKIYA,3,3,1650.0,616,135.0
Kirloskar Layout,5,3,750.0,693,88.0
Begur,3,2,1443.0,229,70.0
Ramamurthy Nagar,4,4,886.0,985,120.0
Wheelers Road,2,2,925.0,1245,68.0
Chandapura,3,3,1305.0,302,33.28
Alfa Garden Layout,2,2,1190.0,101,46.41
Uttarahalli,2,2,1284.0,1174,53.36
MM Layout,4,3,350.0,763,45.0
Palace Guttahalli,3,3,875.0,905,115.0
Chikkalasandra,2,2,1325.0,323,59.0
Sector 6 HSR Layout,6,5,2400.0,1047,750.0
Kudlu Gate,2,2,1183.0,719,79.54
Rajiv Gandhi Nagar,3,3,1750.0,980,100.0
Nagashetty Halli,4,4,16335.0,848,149.0
Doddagubbi,1,1,747.0,386,27.0
Electronic City,2,2,1342.0,414,90.0
Motappa Layout,2,2,1113.0,822,52.0
Devarabeesana Halli,3,3,1738.0,366,110.0
Brookefield,2,2,1206.0,275,90.0
Hebbal,4,4,2790.0,510,198.0
Hebbal,2,2,1162.0,510,59.0
Parappana Agrahara,2,2,1194.0,913,46.0
Sarjapur  Road,3,4,1857.0,1034,155.0
Kattigenahalli,6,6,3500.0,674,115.0
Rajaji Nagar,2,3,1763.0,971,240.0
Uttarahalli,2,2,1150.0,1174,45.99
Koramangala,4,5,2400.0,710,550.0
Chikkalasandra,2,2,1290.0,323,72.0
Thubarahalli,4,5,3408.0,1154,145.0
HBR Layout,2,2,900.0,486,145.0
Sanjay nagar,2,2,1150.0,1028,70.0
Banashankari,3,2,1040.0,192,109.0
Yeshwanthpur,2,2,1160.0,1262,64.08
Soundarya Layout,2,2,900.0,1090,27.0
Sarjapur  Road,4,3,1750.0,1034,185.0
Electronic City,3,2,1320.0,414,38.12
Lingadheeranahalli,4,4,2240.0,754,160.0
Electronics City Phase 1,2,2,891.0,419,26.0
Udaya Nagar,5,4,1000.0,1166,80.0
Ambedkar Nagar,3,3,1852.0,108,125.0
Chandapura,3,2,1323.0,302,42.0
Vittasandra,2,2,1404.0,1237,67.5
Dodda Nekkundi,2,2,1370.0,379,60.0
Uttarahalli,3,2,1385.0,1174,48.48
Gollarapalya Hosahalli,2,2,1129.0,458,50.0
Mahalakshmi Layout,3,3,1876.0,772,150.0
Brooke Bond First Cross,3,3,1720.0,274,95.0
Jalahalli East,4,4,1200.0,587,80.0
Mysore Road,2,2,1175.0,833,86.68
Nagawara Junction,1,1,500.0,851,51.0
Dasappa Layout,5,5,1200.0,356,85.0
Electronic City Phase II,1,1,1200.0,416,295.0
Hosa Road,3,3,1893.0,533,130.0
Whitefield,3,3,1430.0,1247,52.0
Green View Layout,2,2,850.0,472,45.0
CV Raman Nagar,2,2,1392.0,290,110.0
Kanakpura Road,3,3,1938.0,661,105.0
Chennammanakere Achukattu,2,2,1020.0,309,52.0
"beml layout, basaveshwara nagar",3,2,2400.0,1271,360.0
HBR Layout,3,3,1832.0,486,160.0
Konanakunte,3,2,1423.0,705,85.0
Jakkur,2,2,1432.0,581,85.0
2nd Block Hrbr Layout,4,4,1350.0,36,235.0
BTM 2nd Stage,8,6,1500.0,173,270.0
CV Raman Nagar,3,3,1480.0,290,65.0
Kanakpura Road,3,3,1843.0,661,96.2
Lingarajapuram,3,4,760.0,755,95.0
Hulimavu,3,2,1916.0,546,150.0
Hennur,2,2,1255.0,515,55.5
Yelenahalli,2,2,1160.0,1259,44.08
Old Madras Road,2,2,2640.0,891,170.0
Bommanahalli,2,2,1160.0,267,53.0
Lakshminarayana Pura,2,2,1200.0,742,80.0
7th Phase JP Nagar,2,2,1100.0,70,44.0
Ramagondanahalli,3,3,1500.0,982,100.0
Electronic City Phase II,3,2,1336.0,416,50.35
Choodasandra,2,2,1065.0,333,46.0
Hebbal,2,2,1294.0,510,115.0
Rachenahalli,3,3,1550.0,959,68.5
Whitefield,2,2,1216.0,1247,75.0
Bank Of Baroda Colony,2,2,1005.0,212,40.0
7th Phase JP Nagar,3,2,1430.0,70,102.0
Frazer Town,4,4,4100.0,425,660.0
Hoodi,3,3,1660.0,527,125.0
Thanisandra,3,2,1430.0,1143,56.0
Hennur Road,3,2,1470.0,519,75.0
Jalahalli,2,2,1045.0,586,76.77
Hebbal,4,6,4225.0,510,359.0
Anjanapura,2,2,950.0,127,30.0
Doddathoguru,3,3,1382.0,393,65.0
BTM 2nd Stage,2,2,930.0,173,46.0
Sarjapur  Road,3,2,1660.0,1034,116.0
Vijinapura,2,2,1290.0,1219,71.95
Whitefield,3,2,1010.0,1247,45.0
Brookefield,4,4,3050.0,275,130.0
Dodda Nekkundi,2,2,1200.0,379,71.0
3rd Block Hrbr Layout,3,3,1650.0,46,140.0
Budigere,3,3,1636.0,276,88.0
Rajaji Nagar,3,3,2367.0,971,320.0
Budigere,2,2,1153.0,276,56.55
Hegde Nagar,3,4,2087.01,512,160.0
LB Shastri Nagar,2,2,1200.0,734,47.0
HSR Layout,3,3,1844.0,491,89.0
Begur Road,2,2,1215.0,230,43.75
Sarjapur  Road,2,2,1194.0,1034,57.0
Chennappa Layout,2,2,1220.0,310,52.0
1st Block HBR Layout,4,4,3150.0,25,150.0
Kanakpura Road,1,1,525.0,661,26.0
Bommasandra,2,2,955.0,268,37.97
Kadugondanahalli,5,5,2000.0,633,75.0
Magadi Road,2,2,884.0,769,48.0
Kathriguppe,2,2,1250.0,672,68.75
Bommasandra Industrial Area,2,2,7000.0,269,135.0
Dodda Nekkundi,3,4,2400.0,379,300.0
Harlur,4,4,2990.0,506,225.0
Bellandur,2,2,1195.0,234,52.0
Sadhguru Layout,1,1,2559.0,1019,55.0
Begur,2,2,1200.0,229,33.0
Sarjapur  Road,2,2,984.0,1034,45.75
Bommasandra,2,2,1089.0,268,40.0
Hennur Road,2,2,1165.0,519,52.0
Chandapura,1,1,410.0,302,10.0
Hennur,3,3,1482.0,515,110.0
Ramamurthy Nagar,2,2,1200.0,985,68.0
Kanakapura,3,3,1938.0,655,113.0
Hormavu,3,2,1166.0,532,34.97
Chikkalasandra,3,2,1275.0,323,55.46
Mico Layout,2,2,1140.0,818,43.0
Hegde Nagar,4,5,3734.0,512,430.0
Tejaswini Nagar,1,1,720.0,1141,28.0
Nagarbhavi,3,3,1200.0,844,228.0
Richards Town,2,2,1100.0,999,90.0
Sector 7 HSR Layout,2,2,1162.0,1048,98.77
Ramamurthy Nagar,1,1,540.0,985,35.0
Rachenahalli,3,2,1550.0,959,73.5
R.T. Nagar,3,3,1300.0,943,145.0
Ullal Road,5,5,1200.0,1169,130.0
Chikbasavanapura,2,2,1220.0,311,60.0
Doddathoguru,2,2,964.0,393,62.0
"Electronic City Phase 1, ",3,3,1500.0,415,50.0
Sarjapur  Road,3,2,1347.0,1034,44.0
"JP Nagar 8th Phase, ",4,5,5000.0,574,250.0
Bannerghatta Road,4,4,3000.0,214,140.0
Bannerghatta,2,2,1120.0,213,42.5
Lake City,1,1,600.0,737,22.8
Whitefield,3,4,2321.0,1247,157.0
Bhagyalakshmi Avenue,1,1,540.0,244,24.0
Hebbal,2,2,1150.0,510,57.0
Sonnenahalli,3,3,1484.0,1088,75.0
Ramagondanahalli,3,2,1680.0,982,68.0
Byagadadhenahalli,2,2,620.0,279,23.0
Dodda Banaswadi,3,3,1650.0,377,78.0
Chuchangatta Colony,3,3,1250.0,335,44.0
Hanuman Nagar,3,3,2072.0,500,108.0
Sarjapur  Road,2,2,1105.0,1034,40.0
Vidyaranyapura,2,2,1200.0,1211,60.5
Kumaraswami Layout,7,7,3100.0,724,145.0
Whitefield,4,4,4007.0,1247,530.0
Electronic City,2,2,550.0,414,16.0
Banashankari,3,2,1340.0,192,53.6
Rajaji Nagar,3,3,2409.0,971,395.0
Haralur Road,2,2,1194.0,503,46.0
Vittasandra,2,2,1246.0,1237,65.0
Old Airport Road,2,2,1055.0,890,75.0
Hosa Road,3,3,1541.0,533,69.61
